CHEQUEESPECIAL;USO_CREDITO;HISTORICO_CREDITO;PROPOSITO;BALANCO_ATUAL;BALANCO_MEDIO_CREDITO;EMPREGADO;LOCAL;ESTADOCIVIL;OUTRASFUNCOES;RESIDENCIADESDE;TIPOSBENS;IDADE;OUTROSPLANOSPGTO;RESIDENCIA;CREDITOSEXISTENTES;EMPREGO;DEPENDENTES;TRABAESTRANGEIRO;CLASSE
<0;18;existente e pago;educação;750;<100;desempregado;4;fem div/cas;nenhum;1;bens imóveis;27;nenhum;própria;1;unemp/unespecializado non res;1;sim;ruim
0<=X<200;15;existente e pago;obras;1308;<100;>=7;4;masculino solteiro;nenhum;4;carro;38;nenhum;própria;2;não especializado;1;sim;bom
sem cheque;15;existente e pago;educação;4623;100<=X<500;1<=X<4;3;masculino solteiro;nenhum;2;seguro de vida;40;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;ruim
sem cheque;24;crítica / outros de crédito existente;Computador/TV;1851;<100;4<=X<7;4;masculino casado/viuvo;fiador;2;carro;33;nenhum;própria;2;especializado;1;sim;bom
<0;18;crítica / outros de crédito existente;Computador/TV;1880;<100;4<=X<7;4;masculino casado/viuvo;nenhum;1;seguro de vida;32;nenhum;própria;2;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;36;atrasos anteriores;negócios;7980;nenhuma economia conhecida;<1;4;masculino solteiro;nenhum;4;carro;27;nenhum;alugada;2;especializado;1;sim;ruim
<0;30;sem créditos/todos pagos;mobilia/equipamento;4583;<100;1<=X<4;2;masculino div/sep;fiador;2;bens imóveis;32;nenhum;própria;2;especializado;1;sim;bom
sem cheque;12;existente e pago;carro novo;1386;500<=X<1000;1<=X<4;2;fem div/cas;nenhum;2;seguro de vida;26;nenhum;própria;1;especializado;1;sim;ruim
>=200;24;existente e pago;carro novo;947;<100;4<=X<7;4;masculino solteiro;nenhum;3;nenhuma conhecida;38;banco;gratuitamente;1;especializado;2;sim;ruim
<0;12;existente e pago;educação;684;<100;1<=X<4;4;masculino solteiro;nenhum;4;carro;40;nenhum;alugada;1;não especializado;2;sim;ruim
<0;48;existente e pago;educação;7476;<100;4<=X<7;4;masculino solteiro;nenhum;1;nenhuma conhecida;50;nenhum;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;12;existente e pago;mobilia/equipamento;1922;<100;1<=X<4;4;masculino solteiro;nenhum;2;seguro de vida;37;nenhum;própria;1;não especializado;1;sim;ruim
<0;24;existente e pago;carro novo;2303;<100;>=7;4;masculino solteiro;co requerente;1;bens imóveis;45;nenhum;própria;1;especializado;1;sim;ruim
0<=X<200;36;atrasos anteriores;carro novo;8086;100<=X<500;>=7;2;masculino solteiro;nenhum;4;carro;42;nenhum;própria;4;alta qualificação/autonomo/Gerente;1;sim;ruim
sem cheque;24;crítica / outros de crédito existente;carro usado;2346;<100;4<=X<7;4;masculino solteiro;nenhum;3;carro;35;nenhum;própria;2;especializado;1;sim;bom
<0;14;existente e pago;carro novo;3973;<100;desempregado;1;masculino solteiro;nenhum;4;nenhuma conhecida;22;nenhum;gratuitamente;1;especializado;1;sim;bom
0<=X<200;12;existente e pago;carro novo;888;<100;>=7;4;masculino solteiro;nenhum;4;carro;41;banco;própria;1;não especializado;2;sim;ruim
sem cheque;48;existente e pago;Computador/TV;10222;nenhuma economia conhecida;4<=X<7;4;masculino solteiro;nenhum;3;carro;37;stores;própria;1;especializado;1;sim;bom
0<=X<200;30;sem créditos/todos pagos;negócios;4221;<100;1<=X<4;2;fem div/cas;nenhum;1;carro;28;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;18;crítica / outros de crédito existente;mobilia/equipamento;6361;<100;>=7;2;masculino solteiro;nenhum;1;nenhuma conhecida;41;nenhum;própria;1;especializado;1;sim;bom
>=200;12;existente e pago;Computador/TV;1297;<100;1<=X<4;3;masculino casado/viuvo;nenhum;4;bens imóveis;23;nenhum;alugada;1;especializado;1;sim;bom
<0;12;existente e pago;carro novo;900;nenhuma economia conhecida;1<=X<4;4;masculino casado/viuvo;nenhum;2;carro;23;nenhum;própria;1;especializado;1;sim;ruim
sem cheque;21;existente e pago;mobilia/equipamento;2241;<100;>=7;4;masculino solteiro;nenhum;2;bens imóveis;50;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;6;atrasos anteriores;mobilia/equipamento;1050;<100;desempregado;4;masculino solteiro;nenhum;1;seguro de vida;35;stores;própria;2;alta qualificação/autonomo/Gerente;1;sim;bom
>=200;6;crítica / outros de crédito existente;educação;1047;<100;1<=X<4;2;fem div/cas;nenhum;4;seguro de vida;50;nenhum;própria;1;não especializado;1;sim;bom
sem cheque;24;crítica / outros de crédito existente;outros;6314;<100;desempregado;4;masculino solteiro;co requerente;2;nenhuma conhecida;27;banco;própria;2;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;30;todos pagos;mobilia/equipamento;3496;>=1000;1<=X<4;4;masculino solteiro;nenhum;2;carro;34;stores;própria;1;especializado;2;sim;bom
sem cheque;48;todos pagos;negócios;3609;<100;1<=X<4;1;fem div/cas;nenhum;1;bens imóveis;27;stores;própria;1;especializado;1;sim;bom
<0;12;crítica / outros de crédito existente;carro novo;4843;<100;>=7;3;masculino solteiro;co requerente;4;seguro de vida;43;nenhum;alugada;2;especializado;1;sim;ruim
>=200;30;crítica / outros de crédito existente;Computador/TV;3017;<100;>=7;4;masculino solteiro;nenhum;4;seguro de vida;47;nenhum;própria;1;especializado;1;sim;bom
sem cheque;24;crítica / outros de crédito existente;negócios;4139;100<=X<500;1<=X<4;3;masculino solteiro;nenhum;3;seguro de vida;27;nenhum;própria;2;não especializado;1;sim;bom
sem cheque;36;existente e pago;negócios;5742;100<=X<500;4<=X<7;2;masculino solteiro;nenhum;2;carro;31;nenhum;própria;2;especializado;1;sim;bom
sem cheque;60;existente e pago;carro novo;10366;<100;>=7;2;masculino solteiro;nenhum;4;seguro de vida;42;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;6;crítica / outros de crédito existente;carro novo;2080;500<=X<1000;1<=X<4;1;masculino casado/viuvo;nenhum;2;carro;24;nenhum;própria;1;especializado;1;sim;bom
sem cheque;21;atrasos anteriores;negócios;2580;500<=X<1000;<1;4;masculino solteiro;nenhum;2;bens imóveis;41;banco;própria;1;não especializado;2;sim;ruim
sem cheque;30;crítica / outros de crédito existente;Computador/TV;4530;<100;4<=X<7;4;fem div/cas;nenhum;4;carro;26;nenhum;alugada;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;24;crítica / outros de crédito existente;mobilia/equipamento;5150;<100;>=7;4;masculino solteiro;nenhum;4;carro;33;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;72;existente e pago;Computador/TV;5595;100<=X<500;1<=X<4;2;masculino casado/viuvo;nenhum;2;carro;24;nenhum;própria;1;especializado;1;sim;ruim
<0;24;existente e pago;Computador/TV;2384;<100;>=7;4;masculino solteiro;nenhum;4;bens imóveis;64;banco;alugada;1;não especializado;1;sim;bom
sem cheque;18;existente e pago;Computador/TV;1453;<100;<1;3;fem div/cas;nenhum;1;bens imóveis;26;nenhum;própria;1;especializado;1;sim;bom
sem cheque;6;existente e pago;educação;1538;<100;<1;1;fem div/cas;nenhum;2;nenhuma conhecida;56;nenhum;própria;1;especializado;1;sim;bom
sem cheque;12;existente e pago;Computador/TV;2279;nenhuma economia conhecida;1<=X<4;4;masculino solteiro;nenhum;4;nenhuma conhecida;37;nenhum;gratuitamente;1;especializado;1;sim;bom
sem cheque;15;atrasos anteriores;Computador/TV;1478;<100;1<=X<4;4;masculino casado/viuvo;nenhum;3;bens imóveis;33;banco;própria;2;especializado;1;sim;bom
sem cheque;24;crítica / outros de crédito existente;Computador/TV;5103;<100;<1;3;masculino casado/viuvo;nenhum;3;nenhuma conhecida;47;nenhum;gratuitamente;3;especializado;1;sim;bom
0<=X<200;36;atrasos anteriores;negócios;9857;100<=X<500;4<=X<7;1;masculino solteiro;nenhum;3;seguro de vida;31;nenhum;própria;2;não especializado;2;sim;bom
sem cheque;60;existente e pago;carro novo;6527;nenhuma economia conhecida;1<=X<4;4;masculino solteiro;nenhum;4;nenhuma conhecida;34;nenhum;gratuitamente;1;especializado;2;sim;bom
>=200;10;crítica / outros de crédito existente;Computador/TV;1347;nenhuma economia conhecida;4<=X<7;4;masculino solteiro;nenhum;2;seguro de vida;27;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;36;atrasos anteriores;carro novo;2862;100<=X<500;>=7;4;masculino solteiro;nenhum;3;nenhuma conhecida;30;nenhum;gratuitamente;1;especializado;1;sim;bom
sem cheque;9;existente e pago;Computador/TV;2753;100<=X<500;>=7;3;masculino solteiro;co requerente;4;carro;35;nenhum;própria;1;especializado;1;sim;bom
<0;12;existente e pago;carro novo;3651;>=1000;1<=X<4;1;masculino solteiro;nenhum;3;seguro de vida;31;nenhum;própria;1;especializado;2;sim;bom
<0;15;crítica / outros de crédito existente;mobilia/equipamento;975;<100;1<=X<4;2;masculino div/sep;nenhum;3;seguro de vida;25;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;15;existente e pago;obras;2631;100<=X<500;1<=X<4;3;fem div/cas;nenhum;2;bens imóveis;25;nenhum;própria;1;não especializado;1;sim;bom
0<=X<200;24;existente e pago;Computador/TV;2896;100<=X<500;<1;2;masculino solteiro;nenhum;1;carro;29;nenhum;própria;1;especializado;1;sim;bom
<0;6;crítica / outros de crédito existente;carro novo;4716;nenhuma economia conhecida;<1;1;masculino solteiro;nenhum;3;bens imóveis;44;nenhum;própria;2;não especializado;2;sim;bom
sem cheque;24;existente e pago;Computador/TV;2284;<100;4<=X<7;4;masculino solteiro;nenhum;2;carro;28;nenhum;própria;1;especializado;1;sim;bom
sem cheque;6;existente e pago;carro usado;1236;500<=X<1000;1<=X<4;2;masculino solteiro;nenhum;4;seguro de vida;50;nenhum;alugada;1;especializado;1;sim;bom
0<=X<200;12;existente e pago;Computador/TV;1103;<100;4<=X<7;4;masculino solteiro;fiador;3;bens imóveis;29;nenhum;própria;2;especializado;1;não;bom
sem cheque;12;crítica / outros de crédito existente;carro novo;926;<100;desempregado;1;fem div/cas;nenhum;2;seguro de vida;38;nenhum;própria;1;unemp/unespecializado non res;1;sim;bom
sem cheque;18;crítica / outros de crédito existente;Computador/TV;1800;<100;1<=X<4;4;masculino solteiro;nenhum;2;carro;24;nenhum;própria;2;especializado;1;sim;bom
>=200;15;existente e pago;educação;1905;<100;>=7;4;masculino solteiro;nenhum;4;carro;40;nenhum;alugada;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;12;existente e pago;mobilia/equipamento;1123;500<=X<1000;1<=X<4;4;fem div/cas;nenhum;4;carro;29;nenhum;alugada;1;não especializado;1;sim;ruim
<0;48;crítica / outros de crédito existente;carro usado;6331;<100;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;46;nenhum;gratuitamente;2;especializado;1;sim;ruim
>=200;24;existente e pago;Computador/TV;1377;100<=X<500;>=7;4;fem div/cas;nenhum;2;nenhuma conhecida;47;nenhum;gratuitamente;1;especializado;1;sim;bom
0<=X<200;30;atrasos anteriores;negócios;2503;100<=X<500;>=7;4;masculino solteiro;nenhum;2;seguro de vida;41;stores;própria;2;especializado;1;sim;bom
0<=X<200;27;existente e pago;negócios;2528;<100;<1;4;fem div/cas;nenhum;1;seguro de vida;32;nenhum;própria;1;especializado;2;sim;bom
sem cheque;15;existente e pago;carro novo;5324;500<=X<1000;>=7;1;fem div/cas;nenhum;4;nenhuma conhecida;35;nenhum;gratuitamente;1;especializado;1;sim;bom
0<=X<200;48;existente e pago;carro novo;6560;100<=X<500;4<=X<7;3;masculino solteiro;nenhum;2;seguro de vida;24;nenhum;própria;1;especializado;1;sim;ruim
0<=X<200;12;sem créditos/todos pagos;mobilia/equipamento;2969;<100;<1;4;fem div/cas;nenhum;3;seguro de vida;25;nenhum;alugada;2;especializado;1;sim;ruim
0<=X<200;9;existente e pago;Computador/TV;1206;<100;>=7;4;fem div/cas;nenhum;4;bens imóveis;25;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;9;existente e pago;Computador/TV;2118;<100;1<=X<4;2;masculino solteiro;nenhum;2;bens imóveis;37;nenhum;própria;1;não especializado;2;sim;bom
sem cheque;18;crítica / outros de crédito existente;Computador/TV;629;500<=X<1000;>=7;4;masculino solteiro;nenhum;3;seguro de vida;32;banco;própria;2;alta qualificação/autonomo/Gerente;1;sim;bom
<0;6;todos pagos;educação;1198;<100;>=7;4;fem div/cas;nenhum;4;nenhuma conhecida;35;nenhum;gratuitamente;1;especializado;1;sim;ruim
sem cheque;21;existente e pago;carro usado;2476;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;bens imóveis;46;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
<0;9;crítica / outros de crédito existente;Computador/TV;1138;<100;1<=X<4;4;masculino solteiro;nenhum;4;bens imóveis;25;nenhum;própria;2;não especializado;1;sim;bom
0<=X<200;60;existente e pago;carro novo;14027;<100;4<=X<7;4;masculino solteiro;nenhum;2;nenhuma conhecida;27;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;ruim
sem cheque;30;crítica / outros de crédito existente;carro usado;7596;nenhuma economia conhecida;>=7;1;masculino solteiro;nenhum;4;carro;63;nenhum;própria;2;especializado;1;sim;bom
sem cheque;30;crítica / outros de crédito existente;Computador/TV;3077;nenhuma economia conhecida;>=7;3;masculino solteiro;nenhum;2;carro;40;nenhum;própria;2;especializado;2;sim;bom
sem cheque;18;existente e pago;Computador/TV;1505;<100;1<=X<4;4;masculino solteiro;nenhum;2;nenhuma conhecida;32;nenhum;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;bom
>=200;24;crítica / outros de crédito existente;Computador/TV;3148;nenhuma economia conhecida;1<=X<4;3;masculino solteiro;nenhum;2;carro;31;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;20;sem créditos/todos pagos;carro usado;6148;100<=X<500;>=7;3;masculino casado/viuvo;nenhum;4;carro;31;banco;própria;2;especializado;1;sim;bom
>=200;9;sem créditos/todos pagos;Computador/TV;1337;<100;<1;4;masculino solteiro;nenhum;2;carro;34;nenhum;própria;2;alta qualificação/autonomo/Gerente;1;sim;ruim
0<=X<200;6;todos pagos;educação;433;>=1000;<1;4;fem div/cas;nenhum;2;seguro de vida;24;banco;alugada;1;especializado;2;sim;ruim
<0;12;existente e pago;carro novo;1228;<100;1<=X<4;4;fem div/cas;nenhum;2;bens imóveis;24;nenhum;própria;1;não especializado;1;sim;ruim
0<=X<200;9;existente e pago;Computador/TV;790;500<=X<1000;1<=X<4;4;fem div/cas;nenhum;3;bens imóveis;66;nenhum;própria;1;não especializado;1;sim;bom
sem cheque;27;existente e pago;carro novo;2570;<100;1<=X<4;3;fem div/cas;nenhum;3;bens imóveis;21;nenhum;alugada;1;especializado;1;sim;ruim
sem cheque;6;crítica / outros de crédito existente;carro novo;250;>=1000;1<=X<4;2;fem div/cas;nenhum;2;bens imóveis;41;banco;própria;2;não especializado;1;sim;bom
sem cheque;15;crítica / outros de crédito existente;Computador/TV;1316;500<=X<1000;1<=X<4;2;masculino casado/viuvo;nenhum;2;seguro de vida;47;nenhum;própria;2;não especializado;1;sim;bom
<0;18;existente e pago;Computador/TV;1882;<100;1<=X<4;4;fem div/cas;nenhum;4;carro;25;banco;alugada;2;especializado;1;sim;ruim
0<=X<200;48;todos pagos;negócios;6416;<100;>=7;4;fem div/cas;nenhum;3;nenhuma conhecida;59;nenhum;alugada;1;especializado;1;sim;ruim
>=200;24;crítica / outros de crédito existente;negócios;1275;>=1000;1<=X<4;2;masculino div/sep;nenhum;4;bens imóveis;36;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;24;atrasos anteriores;Computador/TV;6403;<100;<1;1;masculino solteiro;nenhum;2;carro;33;nenhum;própria;1;especializado;1;sim;bom
<0;24;existente e pago;Computador/TV;1987;<100;1<=X<4;2;masculino solteiro;nenhum;4;bens imóveis;21;nenhum;alugada;1;não especializado;2;sim;ruim
0<=X<200;8;existente e pago;Computador/TV;760;<100;4<=X<7;4;fem div/cas;fiador;2;bens imóveis;44;nenhum;própria;1;não especializado;1;sim;bom
sem cheque;24;existente e pago;carro usado;2603;>=1000;1<=X<4;2;fem div/cas;nenhum;4;carro;28;nenhum;alugada;1;especializado;1;sim;bom
sem cheque;4;crítica / outros de crédito existente;carro novo;3380;<100;4<=X<7;1;fem div/cas;nenhum;1;bens imóveis;37;nenhum;própria;1;especializado;2;sim;bom
0<=X<200;36;todos pagos;Eletrodomésticos;3990;nenhuma economia conhecida;<1;3;fem div/cas;nenhum;2;nenhuma conhecida;29;banco;própria;1;unemp/unespecializado non res;1;sim;bom
0<=X<200;24;existente e pago;carro usado;11560;<100;1<=X<4;1;fem div/cas;nenhum;4;carro;23;nenhum;alugada;2;alta qualificação/autonomo/Gerente;1;sim;ruim
<0;18;existente e pago;carro novo;4380;100<=X<500;1<=X<4;3;masculino solteiro;nenhum;4;carro;35;nenhum;própria;1;não especializado;2;sim;bom
sem cheque;6;crítica / outros de crédito existente;carro novo;6761;<100;4<=X<7;1;masculino solteiro;nenhum;3;nenhuma conhecida;45;nenhum;própria;2;alta qualificação/autonomo/Gerente;2;sim;bom
0<=X<200;30;sem créditos/todos pagos;negócios;4280;100<=X<500;1<=X<4;4;fem div/cas;nenhum;4;carro;26;nenhum;alugada;2;não especializado;1;sim;ruim
<0;24;todos pagos;carro novo;2325;100<=X<500;4<=X<7;2;masculino solteiro;nenhum;3;carro;32;banco;própria;1;especializado;1;sim;bom
0<=X<200;10;todos pagos;Computador/TV;1048;<100;1<=X<4;4;masculino solteiro;nenhum;4;bens imóveis;23;stores;própria;1;não especializado;1;sim;bom
sem cheque;21;existente e pago;Computador/TV;3160;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;3;seguro de vida;41;nenhum;própria;1;especializado;1;sim;bom
<0;24;todos pagos;mobilia/equipamento;2483;500<=X<1000;1<=X<4;4;masculino solteiro;nenhum;4;bens imóveis;22;stores;própria;1;especializado;1;sim;bom
<0;39;crítica / outros de crédito existente;mobilia/equipamento;14179;nenhuma economia conhecida;4<=X<7;4;masculino solteiro;nenhum;4;seguro de vida;30;nenhum;própria;2;alta qualificação/autonomo/Gerente;1;sim;bom
<0;13;crítica / outros de crédito existente;negócios;1797;<100;<1;3;masculino solteiro;nenhum;1;seguro de vida;28;banco;própria;2;não especializado;1;sim;bom
<0;15;existente e pago;carro novo;2511;<100;desempregado;1;fem div/cas;nenhum;4;carro;23;nenhum;alugada;1;especializado;1;sim;bom
<0;12;existente e pago;carro novo;1274;<100;<1;3;fem div/cas;nenhum;1;bens imóveis;37;nenhum;própria;1;não especializado;1;sim;ruim
sem cheque;21;existente e pago;carro usado;5248;nenhuma economia conhecida;1<=X<4;1;masculino solteiro;nenhum;3;carro;26;nenhum;própria;1;especializado;1;sim;bom
sem cheque;15;existente e pago;carro usado;3029;<100;4<=X<7;2;masculino solteiro;nenhum;2;carro;33;nenhum;própria;1;especializado;1;sim;bom
<0;6;existente e pago;mobilia/equipamento;428;<100;>=7;2;fem div/cas;nenhum;1;seguro de vida;49;banco;própria;1;especializado;1;sim;bom
<0;18;existente e pago;carro novo;976;<100;<1;1;fem div/cas;nenhum;2;carro;23;nenhum;própria;1;não especializado;1;sim;ruim
0<=X<200;12;existente e pago;negócios;841;100<=X<500;4<=X<7;2;fem div/cas;nenhum;4;bens imóveis;23;nenhum;alugada;1;não especializado;1;sim;bom
sem cheque;30;crítica / outros de crédito existente;Computador/TV;5771;<100;4<=X<7;4;fem div/cas;nenhum;2;carro;25;nenhum;própria;2;especializado;1;sim;bom
sem cheque;12;atrasos anteriores;obras;1555;>=1000;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;55;nenhum;gratuitamente;2;especializado;2;sim;ruim
<0;24;existente e pago;carro novo;1285;nenhuma economia conhecida;4<=X<7;4;fem div/cas;nenhum;4;nenhuma conhecida;32;nenhum;alugada;1;especializado;1;sim;ruim
>=200;6;crítica / outros de crédito existente;carro novo;1299;<100;1<=X<4;1;masculino solteiro;nenhum;1;bens imóveis;74;nenhum;própria;3;unemp/unespecializado non res;2;não;bom
>=200;15;crítica / outros de crédito existente;Computador/TV;1271;nenhuma economia conhecida;1<=X<4;3;masculino solteiro;nenhum;4;nenhuma conhecida;39;nenhum;gratuitamente;2;especializado;1;sim;ruim
sem cheque;24;existente e pago;carro novo;1393;<100;1<=X<4;2;masculino solteiro;fiador;2;bens imóveis;31;nenhum;própria;1;especializado;1;sim;bom
<0;12;crítica / outros de crédito existente;carro novo;691;<100;>=7;4;masculino solteiro;nenhum;3;seguro de vida;35;nenhum;própria;2;especializado;1;sim;ruim
sem cheque;15;crítica / outros de crédito existente;carro novo;5045;nenhuma economia conhecida;>=7;1;fem div/cas;nenhum;4;carro;59;nenhum;própria;1;especializado;1;sim;bom
<0;18;crítica / outros de crédito existente;mobilia/equipamento;2124;<100;1<=X<4;4;fem div/cas;nenhum;4;bens imóveis;24;nenhum;alugada;2;especializado;1;sim;ruim
<0;12;existente e pago;Computador/TV;2214;<100;1<=X<4;4;masculino solteiro;nenhum;3;seguro de vida;24;nenhum;própria;1;não especializado;1;sim;bom
sem cheque;21;crítica / outros de crédito existente;carro novo;12680;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;30;nenhum;gratuitamente;1;alta qualificação/autonomo/Gerente;1;sim;ruim
sem cheque;24;crítica / outros de crédito existente;carro novo;2463;100<=X<500;4<=X<7;4;masculino casado/viuvo;nenhum;3;seguro de vida;27;nenhum;própria;2;especializado;1;sim;bom
0<=X<200;12;existente e pago;Computador/TV;1155;<100;>=7;3;masculino casado/viuvo;fiador;3;bens imóveis;40;banco;própria;2;não especializado;1;sim;bom
<0;30;existente e pago;mobilia/equipamento;3108;<100;<1;2;masculino div/sep;nenhum;4;seguro de vida;31;nenhum;própria;1;não especializado;1;sim;ruim
sem cheque;10;existente e pago;carro usado;2901;nenhuma economia conhecida;<1;1;fem div/cas;nenhum;4;bens imóveis;31;nenhum;alugada;1;especializado;1;sim;bom
0<=X<200;12;crítica / outros de crédito existente;mobilia/equipamento;3617;<100;>=7;1;masculino solteiro;nenhum;4;carro;28;nenhum;alugada;3;especializado;1;sim;bom
sem cheque;12;crítica / outros de crédito existente;Computador/TV;1655;<100;>=7;2;masculino solteiro;nenhum;4;bens imóveis;63;nenhum;própria;2;não especializado;1;sim;bom
<0;24;existente e pago;carro usado;2812;nenhuma economia conhecida;>=7;2;fem div/cas;nenhum;4;bens imóveis;26;nenhum;alugada;1;especializado;1;sim;bom
<0;36;crítica / outros de crédito existente;educação;8065;<100;1<=X<4;3;fem div/cas;nenhum;2;nenhuma conhecida;25;nenhum;própria;2;alta qualificação/autonomo/Gerente;1;sim;ruim
sem cheque;21;crítica / outros de crédito existente;carro usado;3275;<100;>=7;1;masculino solteiro;nenhum;4;carro;36;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
sem cheque;24;crítica / outros de crédito existente;Computador/TV;2223;100<=X<500;>=7;4;masculino solteiro;nenhum;4;seguro de vida;52;banco;própria;2;especializado;1;sim;bom
>=200;12;crítica / outros de crédito existente;carro novo;1480;500<=X<1000;desempregado;2;masculino solteiro;nenhum;4;nenhuma conhecida;66;banco;gratuitamente;3;unemp/unespecializado non res;1;sim;bom
<0;24;existente e pago;carro novo;1371;nenhuma economia conhecida;1<=X<4;4;fem div/cas;nenhum;4;bens imóveis;25;nenhum;alugada;1;especializado;1;sim;ruim
sem cheque;36;crítica / outros de crédito existente;carro novo;3535;<100;4<=X<7;4;masculino solteiro;nenhum;4;carro;37;nenhum;própria;2;especializado;1;sim;bom
<0;18;existente e pago;Computador/TV;3509;<100;4<=X<7;4;fem div/cas;fiador;1;bens imóveis;25;nenhum;própria;1;especializado;1;sim;bom
sem cheque;36;crítica / outros de crédito existente;carro usado;5711;>=1000;>=7;4;masculino solteiro;nenhum;2;carro;38;nenhum;própria;2;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;18;existente e pago;obras;3872;<100;desempregado;2;fem div/cas;nenhum;4;carro;67;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;39;crítica / outros de crédito existente;Computador/TV;4933;<100;4<=X<7;2;masculino solteiro;fiador;2;bens imóveis;25;nenhum;própria;2;especializado;1;sim;ruim
sem cheque;24;crítica / outros de crédito existente;carro novo;1940;>=1000;>=7;4;masculino solteiro;nenhum;4;bens imóveis;60;nenhum;própria;1;especializado;1;sim;bom
0<=X<200;12;sem créditos/todos pagos;qualificação;1410;<100;1<=X<4;2;masculino solteiro;nenhum;2;bens imóveis;31;nenhum;própria;1;não especializado;1;sim;bom
0<=X<200;12;existente e pago;carro novo;836;100<=X<500;<1;4;fem div/cas;nenhum;2;seguro de vida;23;banco;própria;1;não especializado;1;sim;ruim
0<=X<200;20;existente e pago;carro usado;6468;nenhuma economia conhecida;desempregado;1;masculino div/sep;nenhum;4;bens imóveis;60;nenhum;própria;1;alta qualificação/autonomo/Gerente;1;sim;bom
0<=X<200;18;existente e pago;negócios;1941;>=1000;1<=X<4;4;masculino solteiro;nenhum;2;seguro de vida;35;nenhum;própria;1;não especializado;1;sim;bom
sem cheque;22;existente e pago;Computador/TV;2675;500<=X<1000;>=7;3;masculino solteiro;nenhum;4;carro;40;nenhum;própria;1;especializado;1;sim;bom
sem cheque;48;crítica / outros de crédito existente;carro usado;2751;nenhuma economia conhecida;>=7;4;masculino solteiro;nenhum;3;carro;38;nenhum;própria;2;especializado;2;sim;bom
0<=X<200;48;atrasos anteriores;educação;6224;<100;>=7;4;masculino solteiro;nenhum;4;nenhuma conhecida;50;nenhum;gratuitamente;1;especializado;1;sim;ruim
<0;40;crítica / outros de crédito existente;educação;5998;<100;1<=X<4;4;masculino solteiro;nenhum;3;nenhuma conhecida;27;banco;própria;1;especializado;1;sim;ruim
0<=X<200;21;existente e pago;negócios;1188;<100;>=7;2;fem div/cas;nenhum;4;seguro de vida;39;nenhum;própria;1;especializado;2;sim;ruim
sem cheque;24;existente e pago;carro usado;6313;nenhuma economia conhecida;>=7;3;masculino solteiro;nenhum;4;carro;41;nenhum;própria;1;alta qualificação/autonomo/Gerente;2;sim;bom
sem cheque;6;crítica / outros de crédito existente;mobilia/equipamento;1221;nenhuma economia conhecida;1<=X<4;1;masculino casado/viuvo;nenhum;2;seguro de vida;27;nenhum;própria;2;especializado;1;sim;bom
>=200;24;existente e pago;mobilia/equipamento;2892;<100;>=7;3;masculino div/sep;nenhum;4;nenhuma conhecida;51;nenhum;gratuitamente;1;especializado;1;sim;bom
sem cheque;24;existente e pago;mobilia/equipamento;3062;500<=X<1000;>=7;4;masculino solteiro;nenhum;3;nenhuma conhecida;32;nenhum;alugada;1;especializado;1;sim;bom
sem cheque;9;existente e pago;mobilia/equipamento;2301;100<=X<500;<1;2;fem div/cas;nenhum;4;seguro de vida;22;nenhum;alugada;1;especializado;1;sim;bom
<0;18;existente e pago;carro usado;7511;nenhuma economia conhecida;>=7;1;masculino solteiro;nenhum;4;seguro de vida;51;nenhum;gratuitamente;1;especializado;2;sim;ruim
sem cheque;12;crítica / outros de crédito existente;mobilia/equipamento;1258;<100;<1;2;fem div/cas;nenhum;4;seguro de vida;22;nenhum;alugada;2;não especializado;1;sim;bom
sem cheque;24;atrasos anteriores;carro novo;717;nenhuma economia conhecida;>=7;4;masculino casado/viuvo;nenhum;4;carro;54;nenhum;própria;2;especializado;1;sim;bom
